Date,Warehouse,Order_Demand,holiday_boolean
2012-03-04,Whse_C,0,0.0
2012-03-05,Whse_C,2623890,0.0
2012-03-06,Whse_C,153584,0.0
2012-03-07,Whse_C,112859,0.0
2012-03-08,Whse_C,173236,0.0
2012-03-09,Whse_C,184851,0.0
2012-03-10,Whse_C,0,0.0
2012-03-11,Whse_C,0,0.0
2012-03-12,Whse_C,321990,0.0
2012-03-13,Whse_C,877396,0.0
2012-03-14,Whse_C,13898,0.0
2012-03-15,Whse_C,541860,0.0
2012-03-16,Whse_C,151827,0.0
2012-03-17,Whse_C,0,0.0
2012-03-18,Whse_C,0,0.0
2012-03-19,Whse_C,286506,0.0
2012-03-20,Whse_C,232442,0.0
2012-03-21,Whse_C,667500,0.0
2012-03-22,Whse_C,122296,0.0
2012-03-23,Whse_C,216731,0.0
2012-03-24,Whse_C,0,0.0
2012-03-25,Whse_C,0,0.0
2012-03-26,Whse_C,544196,0.0
2012-03-27,Whse_C,333747,0.0
2012-03-28,Whse_C,1493441,0.0
2012-03-29,Whse_C,835905,0.0
2012-03-30,Whse_C,829016,0.0
2012-03-31,Whse_C,1000,0.0
2012-04-01,Whse_C,8000,0.0
2012-04-02,Whse_C,27150,0.0
2012-04-03,Whse_C,0,0.0
2012-04-04,Whse_C,0,0.0
2012-04-05,Whse_C,311594,0.0
2012-04-06,Whse_C,1193781,0.0
2012-04-07,Whse_C,0,0.0
2012-04-08,Whse_C,0,1.0
2012-04-09,Whse_C,542534,0.0
2012-04-10,Whse_C,88135,0.0
2012-04-11,Whse_C,158431,0.0
2012-04-12,Whse_C,305136,0.0
2012-04-13,Whse_C,112230,0.0
2012-04-14,Whse_C,0,0.0
2012-04-15,Whse_C,40,1.0
2012-04-16,Whse_C,495753,0.0
2012-04-17,Whse_C,611200,0.0
2012-04-18,Whse_C,782092,0.0
2012-04-19,Whse_C,139005,0.0
2012-04-20,Whse_C,125496,0.0
2012-04-21,Whse_C,0,0.0
2012-04-22,Whse_C,0,0.0
2012-04-23,Whse_C,854354,0.0
2012-04-24,Whse_C,262564,0.0
2012-04-25,Whse_C,302147,0.0
2012-04-26,Whse_C,346785,0.0
2012-04-27,Whse_C,355973,0.0
2012-04-28,Whse_C,0,0.0
2012-04-29,Whse_C,0,0.0
2012-04-30,Whse_C,0,0.0
2012-05-01,Whse_C,30000,0.0
2012-05-02,Whse_C,154086,0.0
2012-05-03,Whse_C,16093,0.0
2012-05-04,Whse_C,650149,0.0
2012-05-05,Whse_C,0,0.0
2012-05-06,Whse_C,0,0.0
2012-05-07,Whse_C,317887,0.0
2012-05-08,Whse_C,550687,0.0
2012-05-09,Whse_C,589321,0.0
2012-05-10,Whse_C,742228,0.0
2012-05-11,Whse_C,243232,0.0
2012-05-12,Whse_C,0,0.0
2012-05-13,Whse_C,0,0.0
2012-05-14,Whse_C,391492,0.0
2012-05-15,Whse_C,613127,0.0
2012-05-16,Whse_C,68130,0.0
2012-05-17,Whse_C,93823,0.0
2012-05-18,Whse_C,253408,0.0
2012-05-19,Whse_C,0,0.0
2012-05-20,Whse_C,0,0.0
2012-05-21,Whse_C,117591,0.0
2012-05-22,Whse_C,511754,0.0
2012-05-23,Whse_C,1108811,0.0
2012-05-24,Whse_C,414815,0.0
2012-05-25,Whse_C,371611,0.0
2012-05-26,Whse_C,0,0.0
2012-05-27,Whse_C,0,0.0
2012-05-28,Whse_C,310542,1.0
2012-05-29,Whse_C,203919,0.0
2012-05-30,Whse_C,119518,0.0
2012-05-31,Whse_C,330883,0.0
2012-06-01,Whse_C,381831,0.0
2012-06-02,Whse_C,0,0.0
2012-06-03,Whse_C,0,0.0
2012-06-04,Whse_C,353123,0.0
2012-06-05,Whse_C,305875,0.0
2012-06-06,Whse_C,567388,0.0
2012-06-07,Whse_C,633006,0.0
2012-06-08,Whse_C,263276,0.0
2012-06-09,Whse_C,0,0.0
2012-06-10,Whse_C,0,0.0
2012-06-11,Whse_C,541386,0.0
2012-06-12,Whse_C,229500,0.0
2012-06-13,Whse_C,162734,0.0
2012-06-14,Whse_C,489593,0.0
2012-06-15,Whse_C,79002,0.0
2012-06-16,Whse_C,0,0.0
2012-06-17,Whse_C,0,0.0
2012-06-18,Whse_C,387515,0.0
2012-06-19,Whse_C,292752,1.0
2012-06-20,Whse_C,920831,0.0
2012-06-21,Whse_C,342753,0.0
2012-06-22,Whse_C,423857,0.0
2012-06-23,Whse_C,0,0.0
2012-06-24,Whse_C,0,0.0
2012-06-25,Whse_C,657000,0.0
2012-06-26,Whse_C,562633,0.0
2012-06-27,Whse_C,508979,0.0
2012-06-28,Whse_C,156338,0.0
2012-06-29,Whse_C,423966,0.0
2012-06-30,Whse_C,0,0.0
2012-07-01,Whse_C,0,0.0
2012-07-02,Whse_C,114296,0.0
2012-07-03,Whse_C,235701,0.0
2012-07-04,Whse_C,1661960,1.0
2012-07-05,Whse_C,530686,0.0
2012-07-06,Whse_C,195875,0.0
2012-07-07,Whse_C,0,0.0
2012-07-08,Whse_C,0,0.0
2012-07-09,Whse_C,1506182,0.0
2012-07-10,Whse_C,381293,0.0
2012-07-11,Whse_C,247680,0.0
2012-07-12,Whse_C,231342,0.0
2012-07-13,Whse_C,495824,0.0
2012-07-14,Whse_C,0,0.0
2012-07-15,Whse_C,0,0.0
2012-07-16,Whse_C,1298594,0.0
2012-07-17,Whse_C,793956,0.0
2012-07-18,Whse_C,197657,0.0
2012-07-19,Whse_C,97530,0.0
2012-07-20,Whse_C,298074,0.0
2012-07-21,Whse_C,0,0.0
2012-07-22,Whse_C,0,0.0
2012-07-23,Whse_C,171863,0.0
2012-07-24,Whse_C,288266,0.0
2012-07-25,Whse_C,66211,0.0
2012-07-26,Whse_C,411129,0.0
2012-07-27,Whse_C,305105,0.0
2012-07-28,Whse_C,0,0.0
2012-07-29,Whse_C,0,0.0
2012-07-30,Whse_C,1134969,0.0
2012-07-31,Whse_C,151138,0.0
2012-08-01,Whse_C,492296,0.0
2012-08-02,Whse_C,372053,0.0
2012-08-03,Whse_C,644050,0.0
2012-08-04,Whse_C,0,0.0
2012-08-05,Whse_C,0,0.0
2012-08-06,Whse_C,554259,0.0
2012-08-07,Whse_C,143270,0.0
2012-08-08,Whse_C,233636,0.0
2012-08-09,Whse_C,430847,0.0
2012-08-10,Whse_C,0,0.0
2012-08-11,Whse_C,0,0.0
2012-08-12,Whse_C,0,0.0
2012-08-13,Whse_C,380979,0.0
2012-08-14,Whse_C,296746,0.0
2012-08-15,Whse_C,332388,0.0
2012-08-16,Whse_C,403297,0.0
2012-08-17,Whse_C,104514,0.0
2012-08-18,Whse_C,0,0.0
2012-08-19,Whse_C,0,0.0
2012-08-20,Whse_C,1904132,0.0
2012-08-21,Whse_C,229594,0.0
2012-08-22,Whse_C,466605,0.0
2012-08-23,Whse_C,386575,0.0
2012-08-24,Whse_C,128164,0.0
2012-08-25,Whse_C,0,0.0
2012-08-26,Whse_C,0,0.0
2012-08-27,Whse_C,54031,0.0
2012-08-28,Whse_C,165530,0.0
2012-08-29,Whse_C,388528,0.0
2012-08-30,Whse_C,1052276,0.0
2012-08-31,Whse_C,346429,0.0
2012-09-01,Whse_C,0,1.0
2012-09-02,Whse_C,0,1.0
2012-09-03,Whse_C,380889,1.0
2012-09-04,Whse_C,66000,0.0
2012-09-05,Whse_C,187542,0.0
2012-09-06,Whse_C,43762,0.0
2012-09-07,Whse_C,71373,0.0
2012-09-08,Whse_C,0,0.0
2012-09-09,Whse_C,0,0.0
2012-09-10,Whse_C,524010,0.0
2012-09-11,Whse_C,101299,0.0
2012-09-12,Whse_C,115272,0.0
2012-09-13,Whse_C,443749,0.0
2012-09-14,Whse_C,361019,0.0
2012-09-15,Whse_C,0,0.0
2012-09-16,Whse_C,0,0.0
2012-09-17,Whse_C,337931,0.0
2012-09-18,Whse_C,125718,0.0
2012-09-19,Whse_C,194685,0.0
2012-09-20,Whse_C,238391,0.0
2012-09-21,Whse_C,56135,0.0
2012-09-22,Whse_C,0,0.0
2012-09-23,Whse_C,0,0.0
2012-09-24,Whse_C,422602,0.0
2012-09-25,Whse_C,685770,0.0
2012-09-26,Whse_C,14309,0.0
2012-09-27,Whse_C,87804,0.0
2012-09-28,Whse_C,275611,0.0
2012-09-29,Whse_C,0,0.0
2012-09-30,Whse_C,0,0.0
2012-10-01,Whse_C,0,0.0
2012-10-02,Whse_C,0,0.0
2012-10-03,Whse_C,0,0.0
2012-10-04,Whse_C,0,0.0
2012-10-05,Whse_C,0,0.0
2012-10-06,Whse_C,0,0.0
2012-10-07,Whse_C,5000,0.0
2012-10-08,Whse_C,478818,1.0
2012-10-09,Whse_C,1000529,0.0
2012-10-10,Whse_C,503544,0.0
2012-10-11,Whse_C,199053,0.0
2012-10-12,Whse_C,27210,0.0
2012-10-13,Whse_C,0,0.0
2012-10-14,Whse_C,51000,0.0
2012-10-15,Whse_C,483614,0.0
2012-10-16,Whse_C,996792,0.0
2012-10-17,Whse_C,14000,0.0
2012-10-18,Whse_C,200516,0.0
2012-10-19,Whse_C,123469,0.0
2012-10-20,Whse_C,0,0.0
2012-10-21,Whse_C,0,0.0
2012-10-22,Whse_C,752526,0.0
2012-10-23,Whse_C,749371,0.0
2012-10-24,Whse_C,129500,0.0
2012-10-25,Whse_C,156318,0.0
2012-10-26,Whse_C,102134,0.0
2012-10-27,Whse_C,0,0.0
2012-10-28,Whse_C,114000,0.0
2012-10-29,Whse_C,257022,0.0
2012-10-30,Whse_C,230652,0.0
2012-10-31,Whse_C,120031,0.0
2012-11-01,Whse_C,149186,0.0
2012-11-02,Whse_C,10452,0.0
2012-11-03,Whse_C,0,0.0
2012-11-04,Whse_C,30150,0.0
2012-11-05,Whse_C,62256,0.0
2012-11-06,Whse_C,253430,0.0
2012-11-07,Whse_C,437729,0.0
2012-11-08,Whse_C,475485,0.0
2012-11-09,Whse_C,239713,0.0
2012-11-10,Whse_C,0,0.0
2012-11-11,Whse_C,36,1.0
2012-11-12,Whse_C,413294,0.0
2012-11-13,Whse_C,460870,0.0
2012-11-14,Whse_C,246206,0.0
2012-11-15,Whse_C,215975,0.0
2012-11-16,Whse_C,155922,0.0
2012-11-17,Whse_C,0,0.0
2012-11-18,Whse_C,0,0.0
2012-11-19,Whse_C,86784,0.0
2012-11-20,Whse_C,682001,0.0
2012-11-21,Whse_C,127693,1.0
2012-11-22,Whse_C,163593,1.0
2012-11-23,Whse_C,152249,0.0
2012-11-24,Whse_C,0,0.0
2012-11-25,Whse_C,0,0.0
2012-11-26,Whse_C,538767,0.0
2012-11-27,Whse_C,89585,0.0
2012-11-28,Whse_C,1260979,0.0
2012-11-29,Whse_C,134086,0.0
2012-11-30,Whse_C,213289,0.0
2012-12-01,Whse_C,0,0.0
2012-12-02,Whse_C,150,0.0
2012-12-03,Whse_C,238666,0.0
2012-12-04,Whse_C,427822,0.0
2012-12-05,Whse_C,209789,0.0
2012-12-06,Whse_C,312693,0.0
2012-12-07,Whse_C,29697,0.0
2012-12-08,Whse_C,0,0.0
2012-12-09,Whse_C,0,0.0
2012-12-10,Whse_C,336758,0.0
2012-12-11,Whse_C,56725,0.0
2012-12-12,Whse_C,243723,0.0
2012-12-13,Whse_C,638089,0.0
2012-12-14,Whse_C,502989,0.0
2012-12-15,Whse_C,0,0.0
2012-12-16,Whse_C,0,0.0
2012-12-17,Whse_C,280444,0.0
2012-12-18,Whse_C,102010,0.0
2012-12-19,Whse_C,204434,0.0
2012-12-20,Whse_C,33200,0.0
2012-12-21,Whse_C,553031,0.0
2012-12-22,Whse_C,0,0.0
2012-12-23,Whse_C,0,0.0
2012-12-24,Whse_C,143154,1.0
2012-12-25,Whse_C,964043,1.0
2012-12-26,Whse_C,60240,0.0
2012-12-27,Whse_C,272818,0.0
2012-12-28,Whse_C,254211,0.0
2012-12-29,Whse_C,0,0.0
2012-12-30,Whse_C,0,0.0
2012-12-31,Whse_C,572803,1.0
2013-01-01,Whse_C,0,1.0
2013-01-02,Whse_C,84519,0.0
2013-01-03,Whse_C,0,0.0
2013-01-04,Whse_C,4000,0.0
2013-01-05,Whse_C,0,0.0
2013-01-06,Whse_C,0,0.0
2013-01-07,Whse_C,1791243,0.0
2013-01-08,Whse_C,168004,0.0
2013-01-09,Whse_C,61905,0.0
2013-01-10,Whse_C,298261,0.0
2013-01-11,Whse_C,214204,0.0
2013-01-12,Whse_C,0,0.0
2013-01-13,Whse_C,0,0.0
2013-01-14,Whse_C,237312,0.0
2013-01-15,Whse_C,61053,0.0
2013-01-16,Whse_C,205141,0.0
2013-01-17,Whse_C,980314,0.0
2013-01-18,Whse_C,283746,0.0
2013-01-19,Whse_C,0,0.0
2013-01-20,Whse_C,0,0.0
2013-01-21,Whse_C,451918,1.0
2013-01-22,Whse_C,161462,0.0
2013-01-23,Whse_C,428418,0.0
2013-01-24,Whse_C,498546,0.0
2013-01-25,Whse_C,354782,0.0
2013-01-26,Whse_C,0,0.0
2013-01-27,Whse_C,0,0.0
2013-01-28,Whse_C,104996,0.0
2013-01-29,Whse_C,197053,0.0
2013-01-30,Whse_C,291100,0.0
2013-01-31,Whse_C,9841,0.0
2013-02-01,Whse_C,257886,0.0
2013-02-02,Whse_C,0,0.0
2013-02-03,Whse_C,0,0.0
2013-02-04,Whse_C,623109,0.0
2013-02-05,Whse_C,504796,0.0
2013-02-06,Whse_C,142597,0.0
2013-02-07,Whse_C,1226150,0.0
2013-02-08,Whse_C,273623,0.0
2013-02-09,Whse_C,0,0.0
2013-02-10,Whse_C,0,0.0
2013-02-11,Whse_C,76200,0.0
2013-02-12,Whse_C,0,0.0
2013-02-13,Whse_C,0,0.0
2013-02-14,Whse_C,0,1.0
2013-02-15,Whse_C,42008,0.0
2013-02-16,Whse_C,35000,0.0
2013-02-17,Whse_C,0,0.0
2013-02-18,Whse_C,237126,1.0
2013-02-19,Whse_C,716002,0.0
2013-02-20,Whse_C,99678,0.0
2013-02-21,Whse_C,0,0.0
2013-02-22,Whse_C,337195,0.0
2013-02-23,Whse_C,0,0.0
2013-02-24,Whse_C,0,0.0
2013-02-25,Whse_C,180393,0.0
2013-02-26,Whse_C,338133,0.0
2013-02-27,Whse_C,16245,0.0
2013-02-28,Whse_C,122359,0.0
2013-03-01,Whse_C,643983,0.0
2013-03-02,Whse_C,0,0.0
2013-03-03,Whse_C,0,0.0
2013-03-04,Whse_C,431281,0.0
2013-03-05,Whse_C,155550,0.0
2013-03-06,Whse_C,155801,0.0
2013-03-07,Whse_C,1466400,0.0
2013-03-08,Whse_C,167312,0.0
2013-03-09,Whse_C,0,0.0
2013-03-10,Whse_C,0,0.0
2013-03-11,Whse_C,582540,0.0
2013-03-12,Whse_C,950303,0.0
2013-03-13,Whse_C,1178023,0.0
2013-03-14,Whse_C,838999,0.0
2013-03-15,Whse_C,218803,0.0
2013-03-16,Whse_C,0,0.0
2013-03-17,Whse_C,0,0.0
2013-03-18,Whse_C,297387,0.0
2013-03-19,Whse_C,707468,0.0
2013-03-20,Whse_C,253435,0.0
2013-03-21,Whse_C,170193,0.0
2013-03-22,Whse_C,81611,0.0
2013-03-23,Whse_C,0,0.0
2013-03-24,Whse_C,0,0.0
2013-03-25,Whse_C,259472,0.0
2013-03-26,Whse_C,333814,0.0
2013-03-27,Whse_C,480827,0.0
2013-03-28,Whse_C,101126,0.0
2013-03-29,Whse_C,840934,0.0
2013-03-30,Whse_C,0,0.0
2013-03-31,Whse_C,0,1.0
2013-04-01,Whse_C,215635,0.0
2013-04-02,Whse_C,57055,0.0
2013-04-03,Whse_C,337803,0.0
2013-04-04,Whse_C,0,0.0
2013-04-05,Whse_C,822331,0.0
2013-04-06,Whse_C,0,0.0
2013-04-07,Whse_C,604000,0.0
2013-04-08,Whse_C,85476,0.0
2013-04-09,Whse_C,381724,0.0
2013-04-10,Whse_C,646047,0.0
2013-04-11,Whse_C,823467,0.0
2013-04-12,Whse_C,187725,0.0
2013-04-13,Whse_C,0,0.0
2013-04-14,Whse_C,0,0.0
2013-04-15,Whse_C,475373,0.0
2013-04-16,Whse_C,854260,0.0
2013-04-17,Whse_C,336566,0.0
2013-04-18,Whse_C,778854,0.0
2013-04-19,Whse_C,356995,0.0
2013-04-20,Whse_C,0,0.0
2013-04-21,Whse_C,0,0.0
2013-04-22,Whse_C,168483,0.0
2013-04-23,Whse_C,405266,0.0
2013-04-24,Whse_C,1065001,0.0
2013-04-25,Whse_C,99260,0.0
2013-04-26,Whse_C,345901,0.0
2013-04-27,Whse_C,16000,0.0
2013-04-28,Whse_C,0,0.0
2013-04-29,Whse_C,382842,0.0
2013-04-30,Whse_C,500,0.0
2013-05-01,Whse_C,5,0.0
2013-05-02,Whse_C,5,0.0
2013-05-03,Whse_C,139779,0.0
2013-05-04,Whse_C,0,0.0
2013-05-05,Whse_C,0,1.0
2013-05-06,Whse_C,347294,0.0
2013-05-07,Whse_C,890676,0.0
2013-05-08,Whse_C,66770,0.0
2013-05-09,Whse_C,648048,0.0
2013-05-10,Whse_C,199444,0.0
2013-05-11,Whse_C,0,0.0
2013-05-12,Whse_C,0,0.0
2013-05-13,Whse_C,634816,0.0
2013-05-14,Whse_C,686226,0.0
2013-05-15,Whse_C,650275,0.0
2013-05-16,Whse_C,218891,0.0
2013-05-17,Whse_C,385467,0.0
2013-05-18,Whse_C,0,0.0
2013-05-19,Whse_C,0,0.0
2013-05-20,Whse_C,205667,0.0
2013-05-21,Whse_C,22202,0.0
2013-05-22,Whse_C,323759,0.0
2013-05-23,Whse_C,337519,0.0
2013-05-24,Whse_C,215596,0.0
2013-05-25,Whse_C,0,0.0
2013-05-26,Whse_C,26500,0.0
2013-05-27,Whse_C,1473257,1.0
2013-05-28,Whse_C,1057224,0.0
2013-05-29,Whse_C,213429,0.0
2013-05-30,Whse_C,375733,0.0
2013-05-31,Whse_C,314317,0.0
2013-06-01,Whse_C,0,0.0
2013-06-02,Whse_C,0,0.0
2013-06-03,Whse_C,438020,0.0
2013-06-04,Whse_C,683998,0.0
2013-06-05,Whse_C,910776,0.0
2013-06-06,Whse_C,531380,0.0
2013-06-07,Whse_C,125436,0.0
2013-06-08,Whse_C,0,0.0
2013-06-09,Whse_C,5000,0.0
2013-06-10,Whse_C,539687,0.0
2013-06-11,Whse_C,0,0.0
2013-06-12,Whse_C,0,0.0
2013-06-13,Whse_C,5000,0.0
2013-06-14,Whse_C,103598,0.0
2013-06-15,Whse_C,0,0.0
2013-06-16,Whse_C,0,0.0
2013-06-17,Whse_C,176654,0.0
2013-06-18,Whse_C,381677,0.0
2013-06-19,Whse_C,218668,1.0
2013-06-20,Whse_C,145958,0.0
2013-06-21,Whse_C,114458,0.0
2013-06-22,Whse_C,0,0.0
2013-06-23,Whse_C,0,0.0
2013-06-24,Whse_C,494163,0.0
2013-06-25,Whse_C,211820,0.0
2013-06-26,Whse_C,221624,0.0
2013-06-27,Whse_C,82008,0.0
2013-06-28,Whse_C,641595,0.0
2013-06-29,Whse_C,0,0.0
2013-06-30,Whse_C,180000,0.0
2013-07-01,Whse_C,318752,0.0
2013-07-02,Whse_C,174648,0.0
2013-07-03,Whse_C,880838,0.0
2013-07-04,Whse_C,245880,1.0
2013-07-05,Whse_C,109301,0.0
2013-07-06,Whse_C,0,0.0
2013-07-07,Whse_C,0,0.0
2013-07-08,Whse_C,354523,0.0
2013-07-09,Whse_C,424301,0.0
2013-07-10,Whse_C,130605,0.0
2013-07-11,Whse_C,174969,0.0
2013-07-12,Whse_C,293789,0.0
2013-07-13,Whse_C,0,0.0
2013-07-14,Whse_C,0,0.0
2013-07-15,Whse_C,775978,0.0
2013-07-16,Whse_C,9730,0.0
2013-07-17,Whse_C,2099193,0.0
2013-07-18,Whse_C,35600,0.0
2013-07-19,Whse_C,231114,0.0
2013-07-20,Whse_C,0,0.0
2013-07-21,Whse_C,0,0.0
2013-07-22,Whse_C,459504,0.0
2013-07-23,Whse_C,102669,0.0
2013-07-24,Whse_C,103024,0.0
2013-07-25,Whse_C,354869,0.0
2013-07-26,Whse_C,853265,0.0
2013-07-27,Whse_C,0,0.0
2013-07-28,Whse_C,0,0.0
2013-07-29,Whse_C,709978,0.0
2013-07-30,Whse_C,440656,0.0
2013-07-31,Whse_C,745733,0.0
2013-08-01,Whse_C,260992,0.0
2013-08-02,Whse_C,593330,0.0
2013-08-03,Whse_C,0,0.0
2013-08-04,Whse_C,0,0.0
2013-08-05,Whse_C,183385,0.0
2013-08-06,Whse_C,367020,0.0
2013-08-07,Whse_C,229678,0.0
2013-08-08,Whse_C,159647,0.0
2013-08-09,Whse_C,629738,0.0
2013-08-10,Whse_C,0,0.0
2013-08-11,Whse_C,0,0.0
2013-08-12,Whse_C,1090738,0.0
2013-08-13,Whse_C,582311,0.0
2013-08-14,Whse_C,906461,0.0
2013-08-15,Whse_C,51795,0.0
2013-08-16,Whse_C,320113,0.0
2013-08-17,Whse_C,0,0.0
2013-08-18,Whse_C,0,0.0
2013-08-19,Whse_C,247633,0.0
2013-08-20,Whse_C,125402,0.0
2013-08-21,Whse_C,529325,0.0
2013-08-22,Whse_C,249795,0.0
2013-08-23,Whse_C,987089,0.0
2013-08-24,Whse_C,0,0.0
2013-08-25,Whse_C,0,0.0
2013-08-26,Whse_C,131977,0.0
2013-08-27,Whse_C,820147,0.0
2013-08-28,Whse_C,331523,0.0
2013-08-29,Whse_C,47328,0.0
2013-08-30,Whse_C,146593,0.0
2013-08-31,Whse_C,0,1.0
2013-09-01,Whse_C,0,1.0
2013-09-02,Whse_C,751272,1.0
2013-09-03,Whse_C,83293,0.0
2013-09-04,Whse_C,110134,0.0
2013-09-05,Whse_C,1822040,0.0
2013-09-06,Whse_C,1085848,0.0
2013-09-07,Whse_C,0,0.0
2013-09-08,Whse_C,0,0.0
2013-09-09,Whse_C,296272,0.0
2013-09-10,Whse_C,146897,0.0
2013-09-11,Whse_C,312429,0.0
2013-09-12,Whse_C,205626,0.0
2013-09-13,Whse_C,370853,0.0
2013-09-14,Whse_C,0,0.0
2013-09-15,Whse_C,0,0.0
2013-09-16,Whse_C,182437,0.0
2013-09-17,Whse_C,450327,0.0
2013-09-18,Whse_C,695500,0.0
2013-09-19,Whse_C,0,0.0
2013-09-20,Whse_C,475379,0.0
2013-09-21,Whse_C,0,0.0
2013-09-22,Whse_C,26000,0.0
2013-09-23,Whse_C,84343,0.0
2013-09-24,Whse_C,190652,0.0
2013-09-25,Whse_C,125034,0.0
2013-09-26,Whse_C,613279,0.0
2013-09-27,Whse_C,776448,0.0
2013-09-28,Whse_C,0,0.0
2013-09-29,Whse_C,38000,0.0
2013-09-30,Whse_C,874078,0.0
2013-10-01,Whse_C,10,0.0
2013-10-02,Whse_C,0,0.0
2013-10-03,Whse_C,0,0.0
2013-10-04,Whse_C,0,0.0
2013-10-05,Whse_C,0,0.0
2013-10-06,Whse_C,0,0.0
2013-10-07,Whse_C,0,0.0
2013-10-08,Whse_C,467130,0.0
2013-10-09,Whse_C,656812,0.0
2013-10-10,Whse_C,4,0.0
2013-10-11,Whse_C,3267546,0.0
2013-10-12,Whse_C,1200000,0.0
2013-10-13,Whse_C,0,0.0
2013-10-14,Whse_C,1034226,1.0
2013-10-15,Whse_C,497362,0.0
2013-10-16,Whse_C,360503,0.0
2013-10-17,Whse_C,167017,0.0
2013-10-18,Whse_C,290175,0.0
2013-10-19,Whse_C,0,0.0
2013-10-20,Whse_C,0,0.0
2013-10-21,Whse_C,489421,0.0
2013-10-22,Whse_C,377790,0.0
2013-10-23,Whse_C,430867,0.0
2013-10-24,Whse_C,1977460,0.0
2013-10-25,Whse_C,93042,0.0
2013-10-26,Whse_C,0,0.0
2013-10-27,Whse_C,59300,0.0
2013-10-28,Whse_C,813462,0.0
2013-10-29,Whse_C,476082,0.0
2013-10-30,Whse_C,269808,0.0
2013-10-31,Whse_C,449325,0.0
2013-11-01,Whse_C,508332,0.0
2013-11-02,Whse_C,0,0.0
2013-11-03,Whse_C,0,0.0
2013-11-04,Whse_C,1440596,0.0
2013-11-05,Whse_C,136214,0.0
2013-11-06,Whse_C,147047,0.0
2013-11-07,Whse_C,236549,0.0
2013-11-08,Whse_C,602046,0.0
2013-11-09,Whse_C,0,0.0
2013-11-10,Whse_C,0,0.0
2013-11-11,Whse_C,177812,1.0
2013-11-12,Whse_C,72110,0.0
2013-11-13,Whse_C,1443256,0.0
2013-11-14,Whse_C,88948,0.0
2013-11-15,Whse_C,234852,0.0
2013-11-16,Whse_C,0,0.0
2013-11-17,Whse_C,15,0.0
2013-11-18,Whse_C,437897,0.0
2013-11-19,Whse_C,578893,0.0
2013-11-20,Whse_C,274636,0.0
2013-11-21,Whse_C,2752053,0.0
2013-11-22,Whse_C,288177,0.0
2013-11-23,Whse_C,0,0.0
2013-11-24,Whse_C,1310000,0.0
2013-11-25,Whse_C,451998,0.0
2013-11-26,Whse_C,412157,0.0
2013-11-27,Whse_C,125390,1.0
2013-11-28,Whse_C,425285,1.0
2013-11-29,Whse_C,516308,0.0
2013-11-30,Whse_C,0,0.0
2013-12-01,Whse_C,10000,0.0
2013-12-02,Whse_C,270052,0.0
2013-12-03,Whse_C,248803,0.0
2013-12-04,Whse_C,213430,0.0
2013-12-05,Whse_C,882899,0.0
2013-12-06,Whse_C,42373,0.0
